customer_id,age,email,salary,country,phone,signup_date
C03856,56,user3856@example.com,164457,Canada,800-796-6371,2023-04-16
,66,user4449@example.com,127170,Canada,,2023-01-25
C02975,-25,user2975@example.com,113123,USA,6263567754,2023-02-25
C00015,41,user15@example.com,,UK,9742656117,2023-09-31
C02643,50,user2643@example.com,137792,Australia,606-329-4587,2023-10-10
C00946,41,user946@example.com,32382,USA,888-406-5617,2023-03-05
C00248,-5,user248@example.com,73527,Canada,(838) 555-6340,2023-03-11
C01906,29,user3239@example.com,141001,Canada,1181563479,2023-09-31
C00361,65,user361@example.com,73361,UK,672 857 8593,2023-03-27
C04672,,,50991,Canada,,2023-08-20
C01565,38,user1565@example.com,,Australia,=1-925-133-5749,2023-12-17
C03266,35,.user@domain.com,81482,UK,(417) 618-3718,2023-03-01
C04877,39,user4877@example.com,60348,Canada,983-944-8941,2023-03-03
C03190,38,.user@domain.com,40358,Canada,=1-981-714-7335,2023-04-08
C02637,57,user3102@example.com,95679,Australia,,2023-12-28
C04465,60,user4465@example.com,65031,USA,618-726-5656,2023-11-13
C01361,61,user1361@example.com,45916,China,269-548-9344,2023-12-20
C04900,67,no-dot@com,110771,Germany,=1-884-995-6131,2023-09-19
C04114,28,,172182,Australia,=1-740-701-5747,2023-02-16
C00491,48,user491@example.com,72291,USA,=1-627-564-9971,2023-12-30
C00863,23,user863@example.com,66320,UK,408-725-8075,2023-01-02
C01768,61,,169379,Australia,412.187.5871,2023-10-27
C02230,30,user2230@example.com,139598,Canada,289-341-4331,2023-02-26
C02095,23,user2095@example.com,116005,USA,418 858 6535,2023-02-01
C02465,150,user2465@example.com,129485,Australia,678-194-2840,2023-02-18
C01648,49,user1648@example.com,48019,Australia,(690) 121-5670,2023-04-09
C00507,43,,159887,USA,908.922.5551,2023-04-01
C02818,29,user2818@example.com,,USA,307.861.3467,2023-09-14
C04380,64,user4380@example.com,111199,Canada,2202584661,2023-07-28
C01972,0,user1972@example.com,78803,Australia,2950212154,2023-09-22
C01223,62,user1223@example.com,62101,UK,227-618-5891,2023-06-09
C01114,34,user1114@example.com,169282,USA,1713506306,2023-06-02
C01935,33,user1935@example.com,-1000,USA,9555450885,2023-09-11
C04810,75,,46619,Canada,309-403-4007,2023-03-17
C02498,43,user2498@example.com,130485,USA,,2023-03-28
C04688,71,,179725,Brazil,(807) 256-3320,2023-11-12
C00434,39,@domain.com,55711,Australia,338-958-7958,2023-02-04
C02084,74,user2084@example.com,99639,Canada,845 503 7106,2023-07-05
C04703,78,user4703@example.com,153637,Australia,(977) 672-5995,2023-06-04
C02856,500,user2856@example.com,74462,Canada,388 373 2364,2023-11-03
C04369,49,user4369@example.com,105839,USA,545.898.9286,2023-02-19
C04521,64,user4521@example.com,103366,Australia,8514580698,2023-11-12
C04781,38,missingatsign.com,93230,USA,=1-530-231-8815,2023-10-03
C04982,56,no-dot@com,111099,Canada,789-653-9324,2023-11-04
C03274,78,user3274@example.com,49222,Canada,881 626 1592,2023-02-28
C03486,74,user3486@example.com,176895,Canada,982.774.9462,2023-02-28
C01103,72,user1103@example.com,126462,Canada,2323280914,2023-08-01
C02469,41,user2469@example.com,167046,USA,576.562.3493,invalid-date
C02331,64,user2331@example.com,120140,USA,=1-329-241-9247,2023-07-03
C04668,29,,,Australia,=1-717-722-3855,2023-11-22
C03867,77,user3867@example.com,0,USA,2124023059,2023-06-13
C00157,25,user157@example.com,,Canada,660.110.1138,2023-06-12
C02999,-1,user2999@example.com,112203,USA,=1-937-410-6913,2023-08-31
C03568,34,user3568@example.com,156189,Canada,1130341144,2023-05-29
C00616,42,user616@example.com,,Canada,405-602-8083,2023-01-04
C00644,79,user644@example.com,70387,USA,808 514 8974,2023-01-15
C04244,77,user4244@example.com,-20000,UK,333.540.6664,2023-09-10
C03878,41,user3878@example.com,174375,Canada,=1-319-937-7872,2023-01-10
,76,user1069@example.com,189973,Canada,181 468 7524,2023-04-22
C03306,49,user3306@example.com,188761,Canada,(524) 584-1501,2023-07-22
C02664,77,user2664@example.com,,UK,798-462-2071,2023-02-28
C04254,76,user4254@example.com,99959,China,4779805199,2023-02-02
C03210,67,user3210@example.com,59063,India,2821658058,2023-05-08
C00331,53,user331@example.com,115744,Australia,,2023-06-25
C04013,43,,80387,USA,980.108.6351,2023-08-06
C02665,78,user2665@example.com,154069,Australia,9708376770,2023-09-25
C04495,29,,0,Canada,(105) 752-9863,2023-10-27
C00623,56,user623@example.com,183619,USA,625-449-8594,2023-02-07
C04974,40,user4974@example.com,78113,Canada,(934) 595-7676,2023-02-10
C02343,,,67038,USA,=1-756-213-6427,2023-04-02
C04478,76,user4478@example.com,73822,Canada,145.896.4958,2023-02-13
C02922,,user2922@example.com,62769,USA,=1-388-449-7117,2023-01-22
C04271,66,user4271@example.com,67387,UK,(373) 739-4759,2023-11-16
C02053,61,user2053@example.com,109788,Australia,=1-996-270-9782,2023-03-19
C02729,64,user2729@example.com,176653,Australia,(201) 568-4042,2023-07-13
C00756,49,user756@example.com,111982,UK,(938) 857-9008,2023-10-01
C00519,43,user519@example.com,198636,USA,4195279456,2023-09-29
C03828,71,user3828@example.com,39589,UK,=1-568-929-1586,2023-05-03
C00033,75,user33@example.com,80961,UK,918-594-9192,2023-06-22
C02958,65,user2958@example.com,70860,USA,=1-126-743-8114,2023-07-22
,35,,91169,Canada,189.214.2460,2023-01-11
C00745,54,user745@example.com,131121,Canada,,2023-06-01
C01425,57,user1425@example.com,58054,Canada,9488312421,2023-06-12
C02421,37,user2421@example.com,51042,Canada,=1-315-684-3532,2023-06-26
C01663,67,user1663@example.com,139708,Canada,5250149467,not-a-date
C02610,999,user2610@example.com,107506,Australia,762.907.8212,2023-10-22
C00784,78,user784@example.com,,UK,=1-433-285-1445,2023-07-08
C04934,-1,user4934@example.com,75712,Canada,(957) 956-1015,2023-02-20
C04739,68,user4739@example.com,86411,UK,717-193-7262,2023-07-08
C00230,79,,143000,Australia,,2023-09-07
C00858,24,user@.com,84935,Canada,894-714-8184,2023-11-11
C01520,25,user1520@example.com,-50000,UK,436 166 6198,2023-05-15
C02380,20,user2380@example.com,188353,Canada,(416) 311-4675,2023-05-22
C00409,71,user409@example.com,198616,UK,=1-899-846-4962,2023-09-16
C00171,-50,user171@example.com,76607,Australia,895.163.7271,2023-01-24
,45,user541@example.com,,Australia,6698426649,2023-03-12
C02228,65,user2228@example.com,46122,Brazil,100 774 3416,2023-12-18
C02322,52,user2322@example.com,153769,Brazil,745.208.6206,2023-07-14
C02586,20,user2586@example.com,62966,USA,654-860-8444,2023-02-30
C00614,71,,133937,Canada,(497) 898-7592,2023-08-20
C01514,28,.user@domain.com,101088,Spain,=1-508-974-2195,2023-02-10
C01836,,user1836@example.com,111326,Australia,2228744350,2023-01-25
C03460,38,user3460@example.com,142698,Canada,(383) 215-1046,2023-04-11
C01162,39,user1162@example.com,89821,Canada,690 854 1027,2023-08-14
C02078,70,user2078@example.com,119524,USA,380.569.4320,2023-07-01
C03170,29,user3170@example.com,195250,Germany,=1-210-587-8162,2023-07-28
C01621,45,user1621@example.com,52553,Canada,205 697 6105,2023-04-18
C03780,53,user3780@example.com,93044,USA,370.706.1805,2023-12-05
C01894,43,user1894@example.com,56206,UK,308-240-9535,2023-08-24
C02216,30,user2216@example.com,126444,USA,7010091529,2023-07-02
C00278,50,user565@example.com,122036,Australia,=1-320-943-5636,2023-02-02
C04960,55,user4960@example.com,,USA,456-301-3642,2023-04-01
C04377,71,user4377@example.com,149289,Australia,(316) 947-3228,2023-11-23
C01823,70,user1823@example.com,,UK,232.814.6309,2023-05-19
C02793,72,user2793@example.com,73258,UK,(515) 531-7844,2023-11-31
C03733,63,user3733@example.com,172339,Australia,200 788 3387,2023-10-10
C02288,51,user2288@example.com,-10000,UK,=1-974-912-4993,2023-01-11
C04944,49,user4944@example.com,41539,USA,725-244-8145,2023-03-15
C03498,-1,user3498@example.com,55163,USA,7717423384,2023-01-02
C01558,58,user name@domain.com,50922,UK,281.666.3664,2023-12-18
C03484,30,user3484@example.com,101116,UK,374-838-7075,2023-02-24
C03209,40,,63541,Australia,120 602 8148,2023-10-11
C01539,61,user1539@example.com,108484,USA,7744459607,2023-10-07
C01173,-50,user1173@example.com,,Canada,5825241186,2023-09-25
C00248,23,user1449@example.com,108116,Canada,957 708 3591,2023-09-21
C00326,46,,0,UK,251.481.8347,2023-04-21
C01052,-50,user1052@example.com,186255,Australia,(384) 425-1648,2023-02-01
C03594,75,user3594@example.com,112768,UK,=1-831-140-8696,2023-09-30
C03814,43,user3814@example.com,83997,USA,683 253 2193,2023-07-08
C02906,43,user2906@example.com,134127,UK,4888501524,2023-02-11
C03662,33,user3662@example.com,196280,France,=1-754-890-5699,2023-05-03
C04623,,,83014,USA,(835) 929-1914,2023-10-23
C01197,69,user1197@example.com,-5000,UK,198-464-8763,2023-06-03
C00621,33,user621@example.com,124876,Canada,930 477 4053,2023-08-07
C03276,50,user3276@example.com,134504,Australia,438 776 8206,2023-04-07
C02900,27,user2900@example.com,30060,Australia,572 432 7606,2023-10-22
C01190,43,user1190@example.com,55517,UK,5885787104,2023-05-26
C00329,,user329@example.com,137096,Australia,(569) 427-3556,2023-02-15
C00649,43,user649@example.com,176510,Canada,314-592-3378,2023-02-29
C00898,42,user898@example.com,,USA,110.175.6863,2023-07-27
C01492,73,invalid-email,173464,Canada,,2023-03-23
C01124,79,user1124@example.com,141585,UK,=1-539-444-7074,2023-11-17
C03948,38,user3948@example.com,185642,UK,433-286-3826,2023-09-19
C04986,34,user4986@example.com,101017,UK,593 604 7318,2023-05-06
C02788,72,user name@domain.com,61551,Canada,363 264 7030,2023-01-19
C01422,57,user1422@example.com,52800,UK,930.828.2251,2023-01-05
,-10,user1947@example.com,137340,Australia,(705) 126-2740,2023-01-14
C01814,55,,146477,Canada,=1-315-457-9602,2023-09-23
C03334,67,user3334@example.com,34763,UK,2402777787,2023-07-27
C04400,45,,,USA,=1-828-435-5801,2023-05-03
C01570,40,user name@domain.com,34006,USA,483-900-4668,2023-05-30
C01534,64,user1534@example.com,-20000,Germany,(950) 155-2514,2023-01-10
C00460,55,user1024@example.com,132638,Canada,624 210 6359,2023-08-27
C04335,39,user4335@example.com,37610,UK,529 661 4314,2023-07-16
C02747,23,,153800,Australia,752-217-2888,2023-01-24
C01838,24,user1838@example.com,150243,UK,=1-928-908-4150,2023-03-19
C01421,35,user1421@example.com,143502,UK,377-611-7047,2023-06-03
C03730,38,user3730@example.com,105020,Australia,=1-491-686-7198,2023-06-12
C00810,74,,172159,UK,2855264537,2023-04-09
C04274,41,user4274@example.com,171172,Australia,=1-170-832-7493,2023-10-14
C00979,35,user979@example.com,,Canada,(718) 688-6084,2023-11-19
C03478,-25,user3478@example.com,107527,Australia,(804) 984-5515,2023-04-22
C03833,62,user3833@example.com,106425,USA,730-562-5503,2023-11-08
C01757,40,user1757@example.com,162681,Canada,3408399111,2023-09-30
C04441,65,user4441@example.com,105432,USA,(749) 124-7653,2023-09-19
C02439,71,,49023,Australia,209.176.4983,2023-02-07
,78,user2516@example.com,91360,Canada,609-308-6014,2023-03-08
C03260,38,user3260@example.com,163851,USA,4963167022,2023-12-01
C03461,45,user3461@example.com,141560,France,,2023-04-20
C03801,21,user3801@example.com,56505,USA,904 819 9922,2023-03-12
C00175,54,user175@example.com,94110,Australia,(760) 603-2776,2023-02-28
C02299,,user@domain.,85798,Canada,726-394-8547,2023-04-20
C04087,62,,199331,Australia,5577485214,2023-10-13
C01506,0,missingatsign.com,144816,USA,979.393.7568,2023-06-23
C04476,38,user4476@example.com,30727,USA,175-659-7338,2023-04-15
C00218,59,no-dot@com,194055,UK,(429) 956-4493,2023-08-04
C03939,20,user3939@example.com,90726,USA,245.733.2478,2023-02-10
C03960,39,,137967,UK,986.359.9161,2023-09-23
C00691,300,user691@example.com,40451,UK,(745) 220-4365,2023-07-18
C04538,50,user4538@example.com,,USA,1471184735,2023-03-11
C02479,39,user2479@example.com,-5000,USA,=1-463-832-3500,2023-12-03
C04870,63,user4870@example.com,53664,Canada,(597) 355-4074,2023-03-08
C01107,22,user1107@example.com,116724,UK,2850914417,2023-02-14
C00026,45,user1633@example.com,165693,UK,(772) 480-7094,2023-11-02
C03086,66,user3086@example.com,198112,UK,800-231-1462,2023-13-01
C01554,68,user1554@example.com,130356,USA,9585846518,2023-11-17
C00612,0,user612@example.com,52625,Canada,361 282 4933,2023-01-01
,44,user3263@example.com,,UK,712-401-6812,2023-05-24
C04275,31,user4275@example.com,168928,Canada,585 617 5695,2023-06-25
C00577,69,,152746,UK,359-616-7241,2023-05-28
C02081,26,user2081@example.com,124913,UK,(516) 674-5563,2023-05-02
C04450,63,user4450@example.com,107707,USA,427-213-6525,2023-12-04
C01181,-100,user1181@example.com,,Germany,934.775.3608,2023-06-12
C00889,56,user889@example.com,141718,Brazil,=1-679-443-5909,2023-12-30
C03978,63,user3978@example.com,51576,Australia,,2023-03-14
C04627,74,,51322,Australia,646-761-2998,2023-12-26
C03854,79,user3854@example.com,126090,Canada,(659) 686-2689,
C00818,48,,,USA,6040298842,2023-07-14
C03299,42,user3299@example.com,54918,USA,(354) 575-3510,2023-06-06
C01889,500,user1889@example.com,107986,UK,7663237365,2023-04-26
C00209,,user209@example.com,,Canada,769 119 8720,2023-04-25
C00170,36,user294@example.com,182614,Canada,4267980072,2023-05-29
C01120,23,user1120@example.com,41094,Australia,5241790593,2023-08-30
C00871,43,user2504@example.com,59863,UK,968 767 5926,2023-08-13
C00881,57,user1789@example.com,145700,Canada,(791) 755-3535,2023-01-27
C01265,59,user1265@example.com,0,Canada,7909326720,2023-04-19
C00991,22,user991@example.com,,Canada,3442183999,2023-02-02
C04211,73,user4211@example.com,,UK,533.985.6966,2023-09-11
C01535,57,user1535@example.com,86683,Australia,450 871 5864,2023-09-16
C00354,47,user354@example.com,60099,USA,=1-443-167-7156,2023-05-31
C02174,57,user4621@example.com,143457,UK,(525) 936-2906,2023-05-08
C03385,22,user3385@example.com,50836,UK,(773) 399-5212,2023-06-17
,45,invalid-email,,USA,(873) 515-5962,2023-10-14
C03909,74,user3909@example.com,175417,Australia,(105) 431-6569,2023-12-21
C04547,58,user4547@example.com,105791,Canada,(481) 835-4177,2023-10-12
C01229,32,user1229@example.com,95149,Canada,=1-460-720-9818,2023-05-02
C00260,32,.user@domain.com,0,Australia,528 275 6629,2023-02-12
C01544,73,user1544@example.com,156503,USA,985 424 2861,2023-07-12
C04467,79,user4467@example.com,85311,UK,8103623449,2023-08-30
C04755,21,user4755@example.com,52419,Spain,978.438.1541,2023-08-08
C02897,29,,87786,UK,565 663 5539,2023-03-21
C03103,54,missingatsign.com,171753,Australia,3334248722,2023-03-18
C00053,69,user53@example.com,62441,Canada,=1-350-275-2167,2023-05-11
C02214,57,user name@domain.com,93965,UK,928 731 8478,2023-04-20
C01870,51,user1870@example.com,,USA,156-126-4214,2023-11-20
C02211,73,user@.com,169993,USA,444.763.2641,2023-05-23
C02427,24,user2427@example.com,138369,USA,248.413.6467,2023-02-15
C03045,41,user3999@example.com,107225,Australia,215-491-7597,2023-05-14
C02362,44,user2362@example.com,39837,UK,906.561.5225,2023-03-01
C01480,76,user1480@example.com,105033,Australia,465-869-5626,2023-02-23
C01034,34,user1034@example.com,-50000,USA,885.713.9185,2023-11-25
C01098,50,user1098@example.com,,UK,=1-293-997-7929,2023-11-25
C01470,54,user1470@example.com,91576,Canada,2822019158,2023-01-13
C00544,49,user544@example.com,121649,USA,510-304-6006,2023-05-03
C01047,57,user1047@example.com,-50000,USA,(483) 610-5859,2023-02-03
C04142,43,user4142@example.com,62317,UK,=1-531-818-5637,2023-06-17
C04766,53,user4766@example.com,88408,Australia,(641) 264-8580,2023-03-02
C00031,50,user31@example.com,0,Australia,483-903-1612,2023-11-16
C00726,51,user726@example.com,30869,Australia,3170137829,2023-06-31
C01810,74,user2716@example.com,68737,China,486 184 9035,2023-08-12
C02115,62,user2115@example.com,,Germany,=1-357-583-8583,2023-06-27
C03928,59,user3928@example.com,60461,Canada,739.194.1966,2023-08-04
C01427,49,user1427@example.com,186140,UK,2196045940,2023-10-29
C02570,72,user2570@example.com,103324,UK,579 429 3230,2023-10-11
C00437,-5,user437@example.com,177661,USA,9346088084,2023-11-20
C02488,50,user2488@example.com,78940,Australia,240-998-8203,2023-04-07
C00913,71,user913@example.com,57048,Canada,713.539.5006,2023-03-06
C04236,69,,163085,Australia,(995) 181-3832,2023-04-18
C04178,43,user4178@example.com,45733,France,953 664 3383,2023-01-24
C04527,47,,109888,UK,660-484-3532,2023-03-17
C03352,33,user3352@example.com,35812,Australia,(625) 718-9115,2023-10-23
C02305,39,user2305@example.com,136719,Australia,6970267626,2023-05-16
C01610,24,user1610@example.com,152650,USA,262-634-5169,2023-07-07
C01239,39,user1239@example.com,176480,Canada,185 360 7968,2023-06-07
C00904,75,user904@example.com,170431,UK,=1-351-282-4211,2023-12-26
C02522,26,user2522@example.com,121873,Germany,=1-839-637-3781,2023-10-07
C03166,33,user3166@example.com,90038,Canada,168-293-5174,2023-10-25
C02330,23,user@domain.,130699,Canada,520 293 1475,2023-03-24
C00508,34,,63919,Canada,3365264764,2023-11-14
C04896,47,user4896@example.com,189437,USA,377-575-1340,2023-12-25
C00019,56,user184@example.com,32204,USA,=1-103-627-9039,2023-12-08
C01590,69,user1590@example.com,59432,Australia,685-491-1414,2023-05-29
C01498,64,user1498@example.com,48782,UK,660.988.2428,2023-10-06
C03633,67,user3633@example.com,88655,Australia,,2023-02-01
C00322,77,user322@example.com,,Australia,(343) 219-1674,2023-11-27
C01804,51,no-dot@com,147018,Canada,783.202.9076,2023-06-07
C00079,78,user79@example.com,47508,Canada,3875932424,2023-11-27
C03853,21,user3853@example.com,193004,Australia,,2023-04-21
C02544,75,user2544@example.com,53283,USA,=1-592-595-6634,2023-04-04
C01808,23,user1808@example.com,61422,USA,(128) 390-8488,2023-01-13
C04757,18,user4757@example.com,152762,Canada,815.325.8704,
C04214,56,user4214@example.com,176404,Canada,886.426.4616,2023-08-25
C04452,-50,user4452@example.com,123789,USA,,2023-08-14
C01147,20,,-5000,France,(316) 274-2465,2023-06-25
C02087,29,,77234,Canada,(557) 478-8811,2023-02-26
C00045,,user45@example.com,166865,USA,,2023-11-11
C03820,27,user3820@example.com,187255,Australia,902.659.1264,2023-12-20
C01551,75,user1551@example.com,165370,Australia,(295) 795-1235,2023-07-09
C02320,150,user2320@example.com,156202,Australia,=1-518-460-4567,2023-05-14
C01379,48,user1379@example.com,107485,Canada,324.848.5582,2023-07-23
C01989,-5,user1989@example.com,191636,USA,8084139498,2023-09-30
C03033,67,user3033@example.com,49267,USA,=1-819-600-4793,2023-04-25
C00414,999,,142230,USA,8334756553,2023-06-17
C03887,45,user3887@example.com,,Canada,812-705-9580,2023-06-13
C01408,38,user1408@example.com,180528,UK,=1-403-205-9381,2023-02-12
C03380,31,user3380@example.com,192462,USA,=1-843-436-3903,2023-11-18
C00802,42,user802@example.com,44387,Canada,=1-396-768-3742,2023-03-25
C01289,28,user1289@example.com,61379,Canada,318.102.7449,2023-07-24
C02875,38,user@.com,113053,Canada,,2023-08-04
C02087,42,user2460@example.com,165830,Australia,=1-161-624-7119,2023-05-28
C04123,47,user4123@example.com,116155,Canada,427 584 2535,2023-11-25
C02828,33,user2828@example.com,163881,Australia,199 873 1645,2023-04-01
C00257,59,,-50000,USA,307.443.3084,2023-09-02
C04763,64,user4763@example.com,163177,Australia,310.150.7077,2023-09-12
C04158,74,user4158@example.com,,Australia,122 738 2038,2023-10-17
C01152,78,user@domain..com,-5000,UK,914-808-6452,2023-04-08
C02319,29,,146041,USA,9499295746,2023-04-19
C00648,33,user648@example.com,92260,UK,935-116-4083,2023-04-25
C04261,53,user4261@example.com,102361,USA,4187988846,2023-06-24
C01290,48,user1730@example.com,50435,USA,=1-893-779-8935,2023-01-27
C03726,38,user3726@example.com,41826,Canada,662-923-3412,2023-12-13
C03793,0,user3793@example.com,67122,UK,=1-529-275-9947,2023-06-15
C01316,47,user1316@example.com,,USA,794-949-6605,2023-07-31
C02032,72,,183466,USA,6792638620,2023-10-10
C03517,71,user3517@example.com,57043,UK,=1-271-773-1104,2023-03-02
C04052,67,user4052@example.com,138721,UK,382 881 2474,2023-08-21
C01920,36,user@domain.,182756,UK,775.356.1202,2023-14-01
C00084,60,user1351@example.com,42100,Canada,=1-838-257-1717,2023-10-09
C02518,,invalid-email,157466,Australia,=1-428-129-1423,2023-01-19
C00113,79,user113@example.com,184626,UK,7449876106,2023-02-17
C03155,46,user3155@example.com,,Canada,2379296495,2023-07-27
C00264,49,user@domain..com,103402,USA,521-977-9548,2023-07-16
C01394,-100,user1394@example.com,94093,Canada,841-639-3249,2023-09-14
C01908,56,invalid-email,163248,UK,723-872-6508,2023-05-29
C01187,65,user1187@example.com,128000,Australia,2691239817,2023-03-08
C02370,38,user2370@example.com,99453,Australia,(722) 399-7295,2023-04-28
C00057,68,user57@example.com,53478,USA,155 188 7987,2023-09-26
C01310,28,user1310@example.com,153728,Canada,4067985169,2023-05-27
C00696,68,user696@example.com,162206,UK,(225) 968-4307,2023-07-09
C04217,37,user4217@example.com,48174,Canada,918.514.7246,2023-11-08
C03025,25,,192448,USA,138-609-8085,2023-04-27
C03618,39,user3618@example.com,37837,Canada,987.994.1693,2023-01-09
C02212,57,user2212@example.com,80435,UK,(466) 413-3666,2023-10-13
C03168,34,user3168@example.com,139636,USA,=1-681-530-4263,2023-11-31
C00320,50,user320@example.com,-50000,Australia,(733) 264-9770,2023-11-29
C02304,29,user2304@example.com,101334,UK,(645) 814-3785,2023-12-09
C00683,66,user683@example.com,160970,USA,675-329-8968,2023-02-30
C04045,52,user4045@example.com,,Canada,(357) 591-2743,2023-04-21
C04323,0,user4323@example.com,148454,USA,860.702.7212,2023-13-01
C03670,57,user3670@example.com,66307,Canada,194-361-1597,2023-06-22
C03530,42,,140540,Canada,,2023-12-29
C02874,42,invalid-email,96766,Australia,9538092528,2023-04-21
C00287,0,,169783,Australia,=1-790-472-1844,2023-04-27
C00992,0,user4249@example.com,144151,Canada,=1-432-999-5148,2023-07-07
C02143,67,user2143@example.com,116133,Australia,(673) 502-7181,2023-04-26
C02433,26,user2433@example.com,147626,UK,1868498641,2023-07-02
C01747,35,user1747@example.com,115166,UK,5926890511,2023-09-25
C04506,250,user4506@example.com,143396,UK,3981630061,2023-08-04
C04188,35,user4188@example.com,114664,Australia,702.367.6137,2023-12-05
C01631,71,user1631@example.com,,Canada,(928) 430-8035,2023-09-05
C02101,79,user2101@example.com,105986,UK,=1-668-979-2334,2023-03-02
C00737,130,,115947,Canada,2769753981,2023-03-23
C04159,24,user4292@example.com,36789,Canada,207 380 8363,2023-04-25
C00067,49,user337@example.com,136082,,465 194 6347,2023-05-26
C02403,34,,75203,Canada,682.109.8041,2023-11-12
,25,user4901@example.com,137293,Canada,(906) 798-8343,2023-11-22
C02660,62,user2660@example.com,,Australia,733 548 9145,
C04419,39,user4419@example.com,169294,Australia,(834) 357-5908,2023-09-03
C01072,65,user1072@example.com,111159,Canada,(939) 912-8897,2023-07-09
C02308,71,user2308@example.com,87608,Canada,312-865-9676,2023-09-22
C01700,40,user1700@example.com,31657,Canada,(401) 293-7597,2023-04-17
C04734,62,,180630,Australia,767 498 1463,2023-01-19
,,user3401@example.com,87913,Canada,(634) 934-9762,2023-04-22
C04127,45,user@.com,60562,Canada,(623) 611-5430,2023-02-02
C03950,74,user3950@example.com,172509,Canada,9913615651,2023-04-23
C03536,66,user3536@example.com,49122,USA,135.645.3868,2023-10-22
C01489,-10,user1489@example.com,49738,Canada,740-195-4794,2023-09-21
C00499,49,user499@example.com,122268,Canada,7066376657,2023-06-25
C04359,70,user4359@example.com,170790,Canada,198-654-3370,2023-01-02
C03502,63,user3502@example.com,42126,USA,=1-441-604-4728,2023-09-18
,35,user2576@example.com,-1000,Canada,(500) 905-3612,2023-01-21
C02358,31,user2358@example.com,74439,Canada,(914) 594-4442,2023-01-26
C03689,53,user3689@example.com,122969,UK,=1-315-637-5321,2023-02-01
C04032,-5,user4032@example.com,,UK,536 982 1366,2023-12-30
C03154,30,user3154@example.com,75178,Canada,(803) 802-6922,Jan 1 2023
C01611,-25,user1611@example.com,79420,UK,297-720-1484,2023-03-03
C02174,59,user2174@example.com,65315,Australia,957 783 2007,2023-05-28
C02296,21,user2296@example.com,178929,UK,373.573.6212,2023-11-22
C03308,30,user3308@example.com,124948,,(598) 603-7493,not-a-date
C01023,22,user1023@example.com,189525,Australia,1717462505,2023-05-30
C02300,67,user2300@example.com,105318,Canada,=1-530-750-6386,2023-08-22
C04902,43,user4902@example.com,129083,UK,363 738 3976,2023-11-03
C02017,30,user2017@example.com,150562,Canada,4337385343,2023-09-31
C03085,58,user3085@example.com,0,Australia,(728) 520-2555,2023-09-22
C04993,70,user4993@example.com,,,571-615-2813,2023-12-14
,69,user666@example.com,-5000,UK,814 546 1340,2023-10-01
C03957,59,user3957@example.com,59685,USA,3117856053,2023-07-13
C02657,54,user2657@example.com,176583,UK,207.926.4732,2023-08-10
C04229,32,,106298,USA,5224074302,2023-04-30
C04280,65,user@domain.,106448,Australia,(939) 647-6924,2023-12-22
C02451,47,user2451@example.com,72422,Australia,1093852809,2023-01-11
C01018,23,user1018@example.com,141249,UK,885 306 5091,2023-10-30
C00558,,user558@example.com,177271,Australia,274.680.2922,2023-10-27
C02417,41,user2417@example.com,68196,UK,(298) 897-2781,2023-11-05
C01208,19,user1208@example.com,85571,Canada,810.863.2549,2023-11-24
C03350,24,,-5000,Australia,525.195.8977,2023-06-08
C03695,29,user3695@example.com,59661,Canada,147 317 4829,2023-10-11
C04420,42,,54074,USA,=1-615-299-9964,invalid-date
C01511,44,,189892,UK,=1-759-158-5011,2023-04-24
C03861,74,user3861@example.com,196340,Australia,642.722.7062,2023-01-06
C00246,58,,198925,UK,=1-280-261-1476,2023-05-27
C01164,23,user1164@example.com,42192,Canada,(967) 497-7941,2023-03-16
C02604,41,user@.com,33084,USA,=1-721-957-7157,2023-10-16
C00267,69,,119080,UK,4747781900,2023-12-13
C04690,44,@domain.com,69339,Australia,7903851545,2023-01-17
C01115,77,user1115@example.com,171994,USA,187.486.3042,2023-12-04
C00064,42,user64@example.com,45372,UK,337 329 3354,invalid-date
C02611,37,user2611@example.com,74130,UK,687 984 9564,2023-08-24
C02187,25,user2187@example.com,186153,Canada,998-841-5042,2023-08-14
C02777,61,user2777@example.com,79112,Australia,103 676 1957,2023-05-04
C04368,41,user4368@example.com,84943,Canada,953 955 1743,2023-01-11
C03098,56,user3098@example.com,170416,Australia,(830) 555-2902,2023-12-16
C02046,46,user2046@example.com,73298,Mexico,675-890-6295,2023-02-15
C02835,79,user2835@example.com,67333,Canada,(238) 739-5916,2023-05-04
C02277,41,,195565,Canada,,2023-12-21
C02079,63,user2079@example.com,111006,Canada,370-771-8723,2023-01-01
C03197,49,user3197@example.com,181296,USA,=1-450-429-1339,2023-05-19
C01238,56,user1238@example.com,112569,Canada,765 267 7554,2023-12-07
C00104,31,user104@example.com,188819,UK,993.786.3056,2023-10-07
C03383,78,user3383@example.com,62152,Canada,,2023-11-10
C00273,29,user273@example.com,-1000,UK,607 346 2361,2023-10-20
C00509,57,user509@example.com,103155,USA,4661549914,2023-09-18
C02291,32,user2291@example.com,128234,Australia,381 864 4042,not-a-date
C04949,76,user4949@example.com,37903,UK,850.597.9373,2023-02-23
C04750,0,user4750@example.com,80182,Australia,8569945568,2023-10-18
C00126,36,user866@example.com,110201,Australia,198 732 7735,2023-01-09
C02452,180,user2452@example.com,81413,Canada,991-904-6143,2023-12-15
C00909,-5,user@@domain.com,151948,USA,(478) 928-7100,2023-04-12
